version,1.7.0
info,balls_per_over,6
info,team,West Indies
info,team,South Africa
info,gender,male
info,season,2025/26
info,date,2026/01/31
info,event,West Indies tour of South Africa
info,match_number,3
info,venue,"The Wanderers Stadium, Johannesburg"
info,city,Johannesburg
info,toss_winner,South Africa
info,toss_decision,field
info,player_of_match,G Motie
info,umpire,A Jacobs
info,umpire,BP Jele
info,reserve_umpire,Lauren Agenbag
info,tv_umpire,Stephen Harris
info,match_referee,S Wadvalla
info,winner,West Indies
info,winner_runs,6
info,method,D/L
info,player,West Indies,SD Hope
info,player,West Indies,J Charles
info,player,West Indies,SO Hetmyer
info,player,West Indies,R Powell
info,player,West Indies,R Shepherd
info,player,West Indies,RL Chase
info,player,West Indies,MW Forde
info,player,West Indies,JO Holder
info,player,West Indies,S Joseph
info,player,West Indies,G Motie
info,player,West Indies,AJ Hosein
info,player,South Africa,AK Markram
info,player,South Africa,Q de Kock
info,player,South Africa,D Brevis
info,player,South Africa,RD Rickelton
info,player,South Africa,GF Linde
info,player,South Africa,JF Smith
info,player,South Africa,T Stubbs
info,player,South Africa,C Bosch
info,player,South Africa,KA Maharaj
info,player,South Africa,KT Maphaka
info,player,South Africa,L Ngidi
info,registry,people,A Jacobs,70d117de
info,registry,people,AJ Hosein,4d7f517e
info,registry,people,AK Markram,6a26221c
info,registry,people,BP Jele,7bb1331e
info,registry,people,C Bosch,172dff15
info,registry,people,D Brevis,844e79d1
info,registry,people,G Motie,97bdec3d
info,registry,people,GF Linde,e5437608
info,registry,people,J Charles,09a9d073
info,registry,people,JF Smith,91cd48e0
info,registry,people,JO Holder,0f721006
info,registry,people,KA Maharaj,0b60eb09
info,registry,people,KT Maphaka,107c26fb
info,registry,people,L Ngidi,f834dcfc
info,registry,people,Lauren Agenbag,40849abd
info,registry,people,MW Forde,83d17bbc
info,registry,people,Q de Kock,372455c4
info,registry,people,R Powell,650d5e49
info,registry,people,R Shepherd,c5aef772
info,registry,people,RD Rickelton,e66732f8
info,registry,people,RL Chase,3feda4fa
info,registry,people,S Joseph,97290faf
info,registry,people,S Wadvalla,c1a1acf3
info,registry,people,SD Hope,1fc6ef83
info,registry,people,SO Hetmyer,48a1d7b7
info,registry,people,Stephen Harris,fdcfd4aa
info,registry,people,T Stubbs,85b3fab2
ball,1,0.1,West Indies,SD Hope,J Charles,L Ngidi,4,0,,,,,,"",""
ball,1,0.2,West Indies,SD Hope,J Charles,L Ngidi,0,0,,,,,,"",""
ball,1,0.3,West Indies,SD Hope,J Charles,L Ngidi,1,0,,,,,,"",""
ball,1,0.4,West Indies,J Charles,SD Hope,L Ngidi,0,0,,,,,,"",""
ball,1,0.5,West Indies,J Charles,SD Hope,L Ngidi,0,0,,,,,,"",""
ball,1,0.6,West Indies,J Charles,SD Hope,L Ngidi,0,0,,,,,,caught,J Charles
ball,1,1.1,West Indies,SD Hope,SO Hetmyer,GF Linde,4,0,,,,,,"",""
ball,1,1.2,West Indies,SD Hope,SO Hetmyer,GF Linde,0,0,,,,,,"",""
ball,1,1.3,West Indies,SD Hope,SO Hetmyer,GF Linde,0,0,,,,,,"",""
ball,1,1.4,West Indies,SD Hope,SO Hetmyer,GF Linde,0,0,,,,,,"",""
ball,1,1.5,West Indies,SD Hope,SO Hetmyer,GF Linde,0,0,,,,,,"",""
ball,1,1.6,West Indies,SD Hope,SO Hetmyer,GF Linde,1,0,,,,,,"",""
ball,1,2.1,West Indies,SD Hope,SO Hetmyer,L Ngidi,1,0,,,,,,"",""
ball,1,2.2,West Indies,SO Hetmyer,SD Hope,L Ngidi,6,0,,,,,,"",""
ball,1,2.3,West Indies,SO Hetmyer,SD Hope,L Ngidi,0,0,,,,,,"",""
ball,1,2.4,West Indies,SO Hetmyer,SD Hope,L Ngidi,0,1,,,,1,,"",""
ball,1,2.5,West Indies,SD Hope,SO Hetmyer,L Ngidi,1,0,,,,,,"",""
ball,1,2.6,West Indies,SO Hetmyer,SD Hope,L Ngidi,6,0,,,,,,"",""
ball,1,3.1,West Indies,SD Hope,SO Hetmyer,KA Maharaj,4,0,,,,,,"",""
ball,1,3.2,West Indies,SD Hope,SO Hetmyer,KA Maharaj,1,0,,,,,,"",""
ball,1,3.3,West Indies,SO Hetmyer,SD Hope,KA Maharaj,0,0,,,,,,"",""
ball,1,3.4,West Indies,SO Hetmyer,SD Hope,KA Maharaj,1,0,,,,,,"",""
ball,1,3.5,West Indies,SD Hope,SO Hetmyer,KA Maharaj,6,0,,,,,,"",""
ball,1,3.6,West Indies,SD Hope,SO Hetmyer,KA Maharaj,6,0,,,,,,"",""
ball,1,4.1,West Indies,SO Hetmyer,SD Hope,AK Markram,4,0,,,,,,"",""
ball,1,4.2,West Indies,SO Hetmyer,SD Hope,AK Markram,1,0,,,,,,"",""
ball,1,4.3,West Indies,SD Hope,SO Hetmyer,AK Markram,1,0,,,,,,"",""
ball,1,4.4,West Indies,SO Hetmyer,SD Hope,AK Markram,6,0,,,,,,"",""
ball,1,4.5,West Indies,SO Hetmyer,SD Hope,AK Markram,0,1,,,,1,,"",""
ball,1,4.6,West Indies,SD Hope,SO Hetmyer,AK Markram,6,0,,,,,,"",""
ball,1,5.1,West Indies,SO Hetmyer,SD Hope,GF Linde,1,0,,,,,,"",""
ball,1,5.2,West Indies,SD Hope,SO Hetmyer,GF Linde,1,0,,,,,,"",""
ball,1,5.3,West Indies,SO Hetmyer,SD Hope,GF Linde,0,0,,,,,,"",""
ball,1,5.4,West Indies,SO Hetmyer,SD Hope,GF Linde,0,0,,,,,,"",""
ball,1,5.5,West Indies,SO Hetmyer,SD Hope,GF Linde,1,0,,,,,,"",""
ball,1,5.6,West Indies,SD Hope,SO Hetmyer,GF Linde,1,0,,,,,,"",""
ball,1,6.1,West Indies,SD Hope,SO Hetmyer,C Bosch,1,0,,,,,,"",""
ball,1,6.2,West Indies,SO Hetmyer,SD Hope,C Bosch,1,0,,,,,,"",""
ball,1,6.3,West Indies,SD Hope,SO Hetmyer,C Bosch,0,0,,,,,,"",""
ball,1,6.4,West Indies,SD Hope,SO Hetmyer,C Bosch,2,0,,,,,,"",""
ball,1,6.5,West Indies,SD Hope,SO Hetmyer,C Bosch,1,0,,,,,,"",""
ball,1,6.6,West Indies,SO Hetmyer,SD Hope,C Bosch,1,0,,,,,,"",""
ball,1,7.1,West Indies,SO Hetmyer,SD Hope,KA Maharaj,6,0,,,,,,"",""
ball,1,7.2,West Indies,SO Hetmyer,SD Hope,KA Maharaj,6,0,,,,,,"",""
ball,1,7.3,West Indies,SO Hetmyer,SD Hope,KA Maharaj,1,0,,,,,,"",""
ball,1,7.4,West Indies,SD Hope,SO Hetmyer,KA Maharaj,6,0,,,,,,"",""
ball,1,7.5,West Indies,SD Hope,SO Hetmyer,KA Maharaj,0,0,,,,,,caught,SD Hope
ball,1,7.6,West Indies,R Powell,SO Hetmyer,KA Maharaj,1,0,,,,,,"",""
ball,1,8.1,West Indies,R Powell,SO Hetmyer,KT Maphaka,6,0,,,,,,"",""
ball,1,8.2,West Indies,R Powell,SO Hetmyer,KT Maphaka,0,0,,,,,,"",""
ball,1,8.3,West Indies,R Powell,SO Hetmyer,KT Maphaka,0,0,,,,,,"",""
ball,1,8.4,West Indies,R Powell,SO Hetmyer,KT Maphaka,0,0,,,,,,"",""
ball,1,8.5,West Indies,R Powell,SO Hetmyer,KT Maphaka,6,0,,,,,,"",""
ball,1,8.6,West Indies,R Powell,SO Hetmyer,KT Maphaka,0,0,,,,,,caught,R Powell
ball,1,9.1,West Indies,SO Hetmyer,R Shepherd,C Bosch,0,0,,,,,,"",""
ball,1,9.2,West Indies,SO Hetmyer,R Shepherd,C Bosch,1,0,,,,,,"",""
ball,1,9.3,West Indies,R Shepherd,SO Hetmyer,C Bosch,0,0,,,,,,"",""
ball,1,9.4,West Indies,R Shepherd,SO Hetmyer,C Bosch,2,0,,,,,,"",""
ball,1,9.5,West Indies,R Shepherd,SO Hetmyer,C Bosch,1,0,,,,,,"",""
ball,1,9.6,West Indies,SO Hetmyer,R Shepherd,C Bosch,6,0,,,,,,"",""
ball,2,0.1,South Africa,AK Markram,Q de Kock,JO Holder,1,0,,,,,,"",""
ball,2,0.2,South Africa,Q de Kock,AK Markram,JO Holder,4,0,,,,,,"",""
ball,2,0.3,South Africa,Q de Kock,AK Markram,JO Holder,0,0,,,,,,"",""
ball,2,0.4,South Africa,Q de Kock,AK Markram,JO Holder,4,0,,,,,,"",""
ball,2,0.5,South Africa,Q de Kock,AK Markram,JO Holder,4,0,,,,,,"",""
ball,2,0.6,South Africa,Q de Kock,AK Markram,JO Holder,6,0,,,,,,"",""
ball,2,1.1,South Africa,AK Markram,Q de Kock,AJ Hosein,1,0,,,,,,"",""
ball,2,1.2,South Africa,Q de Kock,AK Markram,AJ Hosein,2,0,,,,,,"",""
ball,2,1.3,South Africa,Q de Kock,AK Markram,AJ Hosein,1,0,,,,,,"",""
ball,2,1.4,South Africa,AK Markram,Q de Kock,AJ Hosein,0,0,,,,,,"",""
ball,2,1.5,South Africa,AK Markram,Q de Kock,AJ Hosein,0,0,,,,,,caught and bowled,AK Markram
